Project_ID,State,District,Project_Type,Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Sanction_Date,3A_Notification_Date,3D_Notification_Date,Award_Date,Payment_Date,Possession_Date,Compensation_Amount_Crore,RR_Amount_Crore,Compensation_Status,R&R_Progress_Percent,Legal_Disputes_Count,Possession_Status,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Data_Basis
BHNV-00098,West Bengal,Hooghly,Urban Development,41.15,28.93,71,16,2020-08-16,2021-07-04,2022-10-02,2026-12-08,2027-11-27,2028-09-05,169.91,8.1,Partially paid,90.6,3,Partial possession,1761,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00099,Karnataka,Bengaluru Urban,Railway,28.62,21.85,54,9,2019-12-18,2020-10-23,2021-08-12,2020-12-28,2021-06-10,2022-06-21,53.99,1.13,Partially paid,96.7,0,Partial possession,0,9,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00100,Odisha,Cuttack,Irrigation,13.05,8.08,19,4,2017-05-29,2018-01-10,2021-02-27,2019-12-03,2020-08-06,2021-08-22,14.47,0.74,Partially paid,86.1,0,Pending,532,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00101,Maharashtra,Pune,Industrial Corridor,89.58,51.32,159,24,2016-12-29,2019-03-02,2019-04-15,2021-02-14,2021-06-12,2021-12-24,274.32,8.67,Pending,100.0,3,Pending,1102,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00102,Uttar Pradesh,Agra,Railway,46.22,43.79,76,13,2021-03-28,2021-07-18,2023-09-05,2027-05-14,2028-01-04,2028-09-05,113.66,8.03,Mostly paid,96.4,1,Substantially complete,2214,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00103,West Bengal,Hooghly,National Highway,14.78,8.73,35,4,2023-09-25,2023-11-20,2027-07-09,2025-02-28,2025-04-09,2025-07-02,19.68,3.46,Partially paid,94.9,2,Pending,0,14,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00104,West Bengal,Howrah,National Highway,73.6,42.1,121,17,2021-05-05,2023-09-26,2025-05-14,2026-08-10,2026-10-27,2028-06-20,203.61,9.44,Pending,95.1,4,Pending,2050,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00105,Odisha,Bhubaneswar,Urban Development,52.44,39.85,84,16,2020-01-14,2022-01-06,2020-11-05,2024-05-25,2025-02-17,2026-07-05,234.57,7.52,Mostly paid,83.6,2,Partial possession,1656,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00106,Gujarat,Ahmedabad,Irrigation,13.28,7.24,22,4,2020-03-19,2020-08-30,2023-08-01,2026-03-17,2026-12-05,2027-08-10,14.01,1.19,Pending,90.4,0,Pending,1613,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00107,Rajasthan,Jaipur,Urban Development,27.08,14.6,50,7,2018-02-12,2018-06-11,2020-07-11,2020-12-23,2021-05-17,2022-08-03,48.11,5.7,Partially paid,100.0,1,Pending,637,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00108,Odisha,Sambalpur,Urban Development,18.31,17.96,37,6,2016-11-24,2017-07-17,2019-03-17,2017-09-09,2017-10-23,2019-08-16,51.14,0.84,Mostly paid,100.0,0,Substantially complete,0,1,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00109,Bihar,Muzaffarpur,Renewable Energy,417.19,387.18,738,147,2018-03-04,2018-04-29,2021-09-07,2019-01-28,2019-02-21,2021-01-01,1558.39,22.21,Mostly paid,89.7,21,Substantially complete,80,18,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00110,Rajasthan,Ajmer,Urban Development,51.0,39.23,88,9,2018-08-19,2019-09-30,2020-01-22,2022-01-22,2022-05-05,2023-03-09,44.34,9.9,Partially paid,74.2,0,Partial possession,1084,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00111,Uttar Pradesh,Gorakhpur,Renewable Energy,36.12,30.73,66,13,2022-08-14,2024-04-05,2026-04-05,2028-12-05,2030-02-22,2031-02-19,126.82,7.56,Partially paid,100.0,4,Partial possession,1913,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00112,Rajasthan,Jodhpur,National Highway,48.07,33.53,70,8,2017-08-19,2019-04-24,2021-07-25,2021-02-19,2021-07-30,2021-11-20,63.34,4.83,Partially paid,100.0,2,Partial possession,1047,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00113,Gujarat,Rajkot,National Highway,119.0,111.62,184,29,2021-02-20,2022-05-10,2022-08-05,2024-05-28,2024-10-16,2025-10-26,460.95,14.29,Mostly paid,91.2,7,Substantially complete,1119,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00114,Rajasthan,Jodhpur,Urban Development,27.57,19.2,46,9,2019-11-11,2020-07-24,2022-09-01,2024-04-15,2024-08-31,2025-09-07,92.66,5.07,Pending,94.0,0,Partial possession,1282,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00115,Uttar Pradesh,Gorakhpur,National Highway,16.61,13.7,28,2,2019-02-11,2020-11-04,2020-01-11,2020-03-06,2021-02-24,2021-07-18,41.34,2.95,Partially paid,100.0,1,Partial possession,38,10,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00116,Gujarat,Surat,Irrigation,69.71,50.67,139,32,2017-07-24,2017-10-29,2018-09-23,2023-12-03,2025-05-18,2026-11-02,267.68,14.76,Partially paid,100.0,3,Partial possession,2679,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00117,Tamil Nadu,Coimbatore,Renewable Energy,25.15,24.19,48,9,2018-11-27,2019-12-23,2021-09-25,2021-11-29,2022-02-02,2023-03-06,88.33,2.74,Partially paid,88.1,1,Substantially complete,803,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00118,West Bengal,Howrah,Renewable Energy,10.28,7.51,18,2,2020-04-17,2021-01-31,2021-11-16,2025-08-29,2026-10-15,2028-07-07,37.1,1.85,Partially paid,100.0,1,Partial possession,2463,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00119,West Bengal,Howrah,Urban Development,8.46,8.15,16,3,2017-01-11,2018-11-29,2018-06-22,2018-12-17,2019-11-10,2021-06-08,15.85,0.43,Partially paid,100.0,1,Substantially complete,414,38,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00120,Karnataka,Mysuru,National Highway,138.28,107.63,245,47,2025-07-02,2025-10-02,2027-08-06,2031-06-07,2032-11-16,2034-12-06,427.54,16.83,Partially paid,100.0,7,Partial possession,2641,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00121,Tamil Nadu,Salem,Railway,34.18,26.68,49,10,2024-12-18,2027-05-21,2028-04-24,2026-01-04,2027-06-04,2027-08-21,45.19,2.14,Partially paid,86.4,1,Partial possession,236,29,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00122,Tamil Nadu,Chennai,Renewable Energy,16.62,14.12,23,5,2024-12-17,2026-12-08,2028-09-08,2025-12-05,2027-06-02,2028-07-16,63.77,0.54,Mostly paid,96.6,0,Partial possession,190,21,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00123,Rajasthan,Ajmer,Urban Development,23.7,22.2,43,8,2021-11-17,2023-08-31,2025-03-31,2025-12-18,2027-02-24,2027-09-07,65.15,3.51,Mostly paid,100.0,1,Substantially complete,1087,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00124,West Bengal,Hooghly,Urban Development,67.18,50.55,101,15,2025-07-01,2027-07-03,2028-02-13,2031-05-24,2031-12-18,2033-08-10,258.78,2.79,Partially paid,100.0,3,Partial possession,2218,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00125,Uttar Pradesh,Prayagraj,Irrigation,22.34,8.75,41,8,2025-08-22,2026-10-17,2029-09-17,2029-01-19,2029-12-11,2032-02-11,35.33,1.31,Pending,77.0,1,Pending,1274,69,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00126,Madhya Pradesh,Bhopal,Industrial Corridor,7.03,5.74,17,1,2021-01-10,2021-10-12,2023-01-21,2023-03-26,2024-02-02,2024-08-23,9.01,0.48,Partially paid,87.0,0,Partial possession,518,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00127,Madhya Pradesh,Indore,Industrial Corridor,41.51,25.64,71,14,2023-11-03,2024-09-05,2026-05-01,2028-02-16,2029-01-24,2029-08-09,139.02,8.34,Partially paid,88.4,3,Pending,1072,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00128,Gujarat,Vadodara,Renewable Energy,100.32,95.48,170,38,2021-05-17,2022-05-28,2024-07-26,2027-04-14,2028-08-16,2030-01-04,101.93,4.07,Mostly paid,96.9,6,Substantially complete,2544,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00129,West Bengal,Hooghly,Irrigation,93.83,71.68,173,32,2021-12-05,2023-01-10,2023-10-10,2025-05-22,2027-01-10,2028-08-26,159.77,8.13,Partially paid,79.4,5,Partial possession,1827,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00130,West Bengal,Kolkata,Irrigation,17.13,15.37,29,7,2022-10-04,2025-01-19,2026-01-12,2027-12-16,2028-04-25,2028-10-26,71.3,2.47,Mostly paid,100.0,1,Partial possession,1353,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00131,Madhya Pradesh,Gwalior,Irrigation,106.61,103.94,190,37,2019-06-20,2021-11-14,2022-07-12,2021-06-06,2022-03-11,2023-02-10,137.66,19.44,Mostly paid,89.0,4,Substantially complete,572,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00132,West Bengal,Hooghly,Renewable Energy,37.08,34.53,69,14,2017-06-24,2017-11-23,2021-05-21,2018-05-27,2019-11-09,2020-05-13,81.19,5.58,Mostly paid,100.0,1,Substantially complete,0,3,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00133,Rajasthan,Jodhpur,Industrial Corridor,103.66,54.79,184,37,2019-06-04,2019-08-29,2022-07-06,2023-01-16,2024-07-02,2025-04-26,445.6,21.65,Partially paid,100.0,5,Pending,1123,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00134,Bihar,Gaya,Irrigation,53.18,49.92,88,10,2025-10-12,2026-04-19,2028-04-01,2029-12-29,2030-02-02,2031-10-28,46.48,4.73,Mostly paid,90.8,1,Substantially complete,1147,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00135,Maharashtra,Nagpur,National Highway,6.54,5.59,12,0,2021-02-18,2021-07-24,2025-03-01,2024-09-12,2026-01-16,2027-01-31,16.01,0.81,Partially paid,100.0,0,Partial possession,1088,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00136,Tamil Nadu,Salem,Urban Development,171.87,166.16,300,45,2019-05-21,2021-06-25,2020-10-01,2021-11-02,2023-05-19,2023-09-21,637.62,30.64,Partially paid,97.2,16,Substantially complete,871,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00137,Karnataka,Mangaluru,Urban Development,31.56,29.38,62,9,2024-02-25,2025-11-22,2026-01-19,2026-12-01,2027-06-06,2027-09-06,131.39,5.47,Partially paid,100.0,1,Substantially complete,737,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00138,Gujarat,Rajkot,Railway,53.35,47.47,98,22,2023-07-09,2024-06-13,2027-10-12,2025-05-11,2025-07-26,2027-07-08,187.88,4.06,Partially paid,100.0,4,Partial possession,771,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00139,Bihar,Gaya,Railway,7.81,7.62,17,3,2016-04-22,2017-10-21,2019-09-04,2017-01-23,2017-08-31,2018-05-25,31.92,1.19,Mostly paid,90.8,0,Substantially complete,0,2,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00140,Madhya Pradesh,Bhopal,Renewable Energy,49.67,31.6,94,18,2017-01-07,2017-10-28,2017-08-11,2020-05-16,2020-11-25,2021-08-02,46.05,11.05,Partially paid,100.0,4,Pending,678,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00141,Tamil Nadu,Madurai,Renewable Energy,90.28,30.68,152,23,2022-06-04,2024-07-18,2023-09-29,2028-08-15,2029-08-06,2029-11-21,105.59,16.16,Pending,76.7,2,Pending,2084,72,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00142,West Bengal,Kolkata,Urban Development,207.54,146.34,375,71,2020-08-23,2021-07-06,2023-04-08,2022-02-17,2023-05-17,2025-03-03,732.53,14.69,Partially paid,95.0,17,Partial possession,974,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00143,Karnataka,Mangaluru,National Highway,121.56,68.45,208,42,2018-11-08,2020-01-31,2019-05-08,2021-12-21,2022-03-20,2024-02-27,436.07,7.9,Pending,81.3,6,Pending,919,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00144,West Bengal,Hooghly,Industrial Corridor,52.16,47.84,92,8,2018-02-14,2019-08-25,2020-09-02,2020-12-25,2021-10-25,2021-12-12,158.54,9.46,Mostly paid,100.0,4,Substantially complete,830,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00145,Uttar Pradesh,Kanpur Nagar,Industrial Corridor,6.4,4.45,9,0,2017-11-01,2018-04-19,2020-06-30,2021-03-15,2022-10-07,2024-02-14,22.41,0.36,Partially paid,91.2,0,Partial possession,1142,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00146,Uttar Pradesh,Varanasi,Renewable Energy,34.2,27.37,69,16,2016-01-11,2018-04-28,2018-02-01,2019-04-10,2019-09-15,2020-11-06,135.94,4.5,Partially paid,86.6,3,Partial possession,1154,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00147,Karnataka,Mangaluru,National Highway,16.57,15.58,26,3,2016-01-08,2018-01-13,2018-04-20,2017-01-15,2017-08-25,2018-04-18,46.7,0.99,Partially paid,84.4,0,Substantially complete,147,17,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00148,Karnataka,Mysuru,Renewable Energy,37.9,32.77,73,20,2024-10-29,2026-10-26,2029-01-09,2027-09-09,2028-06-21,2029-11-07,163.16,1.57,Partially paid,100.0,2,Partial possession,1185,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00149,Madhya Pradesh,Jabalpur,Industrial Corridor,8.88,6.67,18,4,2020-04-22,2021-09-08,2020-10-08,2022-10-01,2023-12-04,2024-11-22,29.91,1.94,Partially paid,100.0,1,Partial possession,586,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00150,Karnataka,Mysuru,Renewable Energy,24.28,16.41,42,6,2024-10-11,2026-08-08,2026-02-09,2028-02-01,2029-03-18,2030-08-27,61.82,4.11,Partially paid,92.6,1,Partial possession,1172,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00151,Rajasthan,Jodhpur,Irrigation,17.86,6.53,25,4,2019-10-28,2021-05-08,2021-07-12,2024-01-07,2025-02-08,2026-10-24,42.14,1.68,Pending,97.7,1,Pending,1952,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00152,West Bengal,Kolkata,Renewable Energy,17.32,9.17,40,5,2017-04-05,2018-05-28,2018-05-06,2018-06-15,2019-03-17,2020-11-19,61.93,1.44,Partially paid,95.5,2,Pending,686,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00153,Bihar,Gaya,Urban Development,17.49,16.01,38,12,2025-01-19,2026-07-13,2027-01-05,2029-02-01,2029-08-01,2030-04-24,54.79,3.82,Mostly paid,100.0,1,Substantially complete,1034,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00154,Odisha,Bhubaneswar,Renewable Energy,26.16,18.75,51,12,2022-04-21,2023-11-09,2024-07-17,2026-04-04,2026-05-06,2027-05-19,100.05,2.85,Partially paid,81.4,0,Partial possession,657,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00155,Karnataka,Bengaluru Urban,Urban Development,39.89,27.88,65,6,2023-03-18,2023-11-15,2026-06-18,2024-09-05,2025-05-24,2026-11-16,147.18,5.6,Partially paid,67.2,3,Partial possession,160,28,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00156,Gujarat,Vadodara,National Highway,2.46,1.93,2,1,2019-09-13,2021-03-08,2020-06-16,2023-08-17,2024-06-22,2024-11-25,6.74,0.1,Partially paid,98.8,0,Partial possession,912,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00157,Uttar Pradesh,Lucknow,Industrial Corridor,2.78,2.41,3,1,2016-12-27,2019-04-08,2020-02-01,2018-06-16,2019-08-18,2020-07-08,11.95,0.19,Partially paid,94.6,0,Partial possession,732,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00158,Rajasthan,Ajmer,Railway,21.36,18.42,32,3,2019-10-29,2020-08-18,2023-05-03,2023-07-17,2024-06-15,2025-07-19,72.75,2.35,Partially paid,98.8,1,Partial possession,960,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00159,Tamil Nadu,Madurai,Railway,24.59,22.48,39,8,2024-05-08,2025-05-15,2024-08-26,2030-01-04,2031-07-26,2033-03-13,37.94,3.75,Partially paid,84.1,1,Substantially complete,2644,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00160,Odisha,Cuttack,Industrial Corridor,36.2,32.26,67,13,2018-02-26,2018-05-04,2020-07-29,2020-01-21,2020-08-03,2021-06-25,111.8,6.91,Mostly paid,88.6,3,Partial possession,594,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00161,Bihar,Patna,Railway,14.47,3.5,24,3,2016-07-27,2017-04-15,2017-12-19,2018-08-12,2019-06-18,2020-04-06,22.38,1.54,Pending,100.0,0,Pending,606,72,1,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00162,Odisha,Cuttack,Renewable Energy,30.25,25.57,47,10,2016-09-23,2017-07-09,2019-06-11,2017-09-18,2017-12-02,2019-07-05,86.75,2.04,Partially paid,100.0,2,Partial possession,449,43,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00163,Karnataka,Mysuru,National Highway,34.01,25.33,57,6,2017-10-17,2018-09-19,2019-09-23,2023-12-01,2024-07-11,2025-07-06,126.61,2.02,Partially paid,100.0,2,Partial possession,2026,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00164,Madhya Pradesh,Ujjain,National Highway,14.37,10.16,26,5,2018-09-23,2019-11-29,2019-06-04,2024-01-16,2024-07-14,2025-08-19,54.7,1.41,Partially paid,67.2,1,Partial possession,1893,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00165,Uttar Pradesh,Prayagraj,Industrial Corridor,82.55,71.63,160,18,2017-07-07,2018-04-23,2021-02-25,2022-03-10,2023-01-18,2023-11-30,264.82,16.03,Partially paid,89.4,6,Partial possession,1798,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00166,Uttar Pradesh,Kanpur Nagar,Railway,35.77,26.13,63,17,2023-08-15,2025-01-01,2027-01-04,2028-05-05,2029-05-05,2031-06-22,132.29,2.99,Partially paid,100.0,1,Partial possession,2157,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00167,Tamil Nadu,Madurai,Renewable Energy,51.78,45.84,87,18,2020-03-09,2022-04-27,2024-04-19,2023-06-09,2023-08-23,2025-01-25,131.9,2.15,Mostly paid,100.0,5,Partial possession,1228,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
BHNV-00168,Madhya Pradesh,Bhopal,National Highway,32.1,28.75,49,6,2020-05-06,2020-09-18,2022-04-04,2024-08-28,2025-06-01,2026-02-17,91.08,3.74,Mostly paid,89.8,1,Partial possession,1323,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems
