Project_ID,State,District,Project_Type,Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Sanction_Date,3A_Notification_Date,3D_Notification_Date,Award_Date,Payment_Date,Possession_Date,Compensation_Amount_Crore,RR_Amount_Crore,Compensation_Status,R&R_Progress_Percent,Legal_Disputes_Count,Possession_Status,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Data_Basis,date_issue
BHNV-00195,Bihar,Bhagalpur,National Highway,12.21,8.02,22,8,2020-04-22,2022-01-02,2024-03-29,2025-09-09,2026-12-10,2027-04-06,31.52,2.41,Partially paid,100.0,0,Partial possession,1908,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00199,Maharashtra,Aurangabad,Renewable Energy,18.25,16.96,42,10,2025-08-27,2027-07-21,2028-03-04,2031-10-27,2032-06-16,2032-11-11,47.83,3.89,Mostly paid,100.0,1,Substantially complete,1520,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00202,Uttar Pradesh,Varanasi,Irrigation,5.46,3.73,12,4,2019-05-03,2021-01-21,2023-03-22,2023-11-02,2024-10-16,2025-01-08,14.26,0.48,Mostly paid,97.2,0,Partial possession,908,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00203,Karnataka,Bengaluru Urban,Urban Development,16.49,13.83,28,4,2023-03-22,2024-10-12,2026-11-17,2027-07-08,2028-09-04,2029-03-22,52.86,1.71,Partially paid,86.4,1,Partial possession,1526,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00207,Madhya Pradesh,Ujjain,Irrigation,99.59,71.32,185,40,2024-02-22,2026-07-03,2027-08-09,2029-05-17,2030-06-28,2032-04-29,395.16,4.98,Partially paid,86.8,0,Partial possession,2290,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00208,Rajasthan,Jaipur,Urban Development,39.76,32.22,69,11,2023-05-08,2025-02-07,2025-04-23,2027-10-03,2029-04-23,2029-10-22,46.81,3.07,Partially paid,88.3,2,Partial possession,1855,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00209,Tamil Nadu,Madurai,National Highway,42.09,33.09,68,12,2021-12-28,2022-05-21,2022-12-02,2023-06-05,2023-11-23,2025-07-07,155.2,2.71,Partially paid,99.2,1,Partial possession,488,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00212,Madhya Pradesh,Gwalior,Railway,20.78,15.15,32,6,2019-09-06,2019-12-18,2021-01-15,2022-09-20,2022-12-29,2023-07-13,84.02,1.07,Partially paid,100.0,2,Partial possession,671,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00216,Uttar Pradesh,Gorakhpur,National Highway,90.38,60.27,162,28,2020-11-12,2022-07-24,2024-02-26,2024-07-26,2024-12-26,2026-08-01,181.23,8.61,Pending,92.1,6,Partial possession,1584,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00217,Odisha,Sambalpur,Industrial Corridor,35.07,23.88,65,12,2025-01-20,2026-03-05,2027-07-21,2031-03-20,2031-07-14,2032-05-15,86.65,2.97,Partially paid,100.0,0,Partial possession,2160,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00218,West Bengal,Howrah,Industrial Corridor,30.15,25.36,45,9,2023-07-25,2024-12-25,2026-04-23,2026-07-23,2027-11-22,2028-02-01,26.91,3.25,Partially paid,100.0,2,Partial possession,586,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00219,Maharashtra,Thane,Irrigation,44.63,39.29,80,19,2022-11-09,2023-04-12,2027-03-26,2028-04-14,2029-10-22,2031-09-19,122.83,7.96,Partially paid,86.8,3,Partial possession,2272,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00220,Odisha,Bhubaneswar,Industrial Corridor,13.09,10.1,22,5,2024-01-18,2024-03-25,2026-08-06,2027-08-03,2028-02-27,2029-01-06,37.0,1.33,Partially paid,90.3,1,Partial possession,1030,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00221,Uttar Pradesh,Prayagraj,Renewable Energy,11.01,9.05,25,2,2018-04-18,2020-07-06,2022-05-03,2024-08-03,2025-12-16,2026-11-13,46.55,2.39,Partially paid,86.4,1,Partial possession,2018,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00223,Karnataka,Bengaluru Urban,National Highway,117.7,81.6,218,33,2020-06-17,2020-10-30,2023-08-05,2023-10-21,2024-07-08,2024-10-13,342.66,9.04,Partially paid,87.4,4,Partial possession,866,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00224,Maharashtra,Aurangabad,Renewable Energy,9.31,6.94,22,5,2017-10-25,2019-06-02,2019-06-23,2024-03-23,2025-06-18,2025-10-04,32.96,1.42,Mostly paid,100.0,1,Partial possession,2289,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00225,West Bengal,Howrah,Railway,2.17,1.42,5,0,2018-02-03,2018-10-15,2018-10-20,2024-06-24,2024-09-19,2025-06-27,6.62,0.37,Partially paid,100.0,0,Partial possession,1864,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00228,West Bengal,Kolkata,Industrial Corridor,5.3,3.82,5,0,2017-05-24,2017-11-22,2019-11-22,2023-06-26,2023-10-12,2025-07-01,6.95,0.19,Partially paid,100.0,0,Partial possession,2431,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00230,Karnataka,Mysuru,Industrial Corridor,39.0,34.9,81,15,2023-07-15,2025-05-10,2027-07-29,2029-09-02,2030-11-21,2031-12-17,78.58,4.03,Mostly paid,81.6,2,Partial possession,2110,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00232,Uttar Pradesh,Agra,National Highway,7.7,5.74,16,2,2017-08-24,2018-10-29,2022-01-05,2023-04-02,2024-06-19,2026-02-01,7.9,0.87,Partially paid,100.0,0,Partial possession,2004,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00233,Maharashtra,Thane,National Highway,7.41,3.22,14,2,2018-04-17,2020-09-22,2022-06-13,2023-08-02,2024-04-01,2025-12-28,28.42,1.64,Pending,100.0,1,Pending,1956,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00235,Gujarat,Rajkot,Industrial Corridor,99.95,85.9,184,38,2025-08-10,2026-02-01,2027-05-01,2029-10-14,2030-09-28,2031-07-18,306.81,18.86,Partially paid,89.9,9,Partial possession,1123,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00238,Karnataka,Mangaluru,Urban Development,46.24,25.82,78,11,2022-05-02,2024-01-04,2025-03-05,2027-04-05,2028-11-07,2030-09-12,86.15,4.13,Pending,96.3,2,Pending,2329,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00241,Rajasthan,Alwar,Urban Development,57.8,41.76,113,23,2023-04-07,2023-05-18,2024-09-25,2026-03-19,2027-01-05,2029-03-12,214.87,7.52,Partially paid,99.9,4,Partial possession,1665,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00242,Rajasthan,Alwar,Renewable Energy,68.58,40.38,133,17,2021-08-06,2021-10-26,2022-08-25,2027-04-23,2027-07-23,2028-05-18,307.67,15.68,Pending,100.0,4,Pending,1860,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00244,Odisha,Cuttack,Industrial Corridor,344.3,117.49,632,136,2024-11-24,2025-10-21,2026-12-12,2030-03-18,2030-09-06,2031-08-06,1471.22,38.61,Pending,89.3,13,Pending,1383,73,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00246,Odisha,Cuttack,Industrial Corridor,16.25,15.72,23,3,2025-01-23,2026-07-27,2028-09-06,2030-12-07,2031-06-24,2031-07-16,34.45,1.27,Partially paid,68.7,0,Substantially complete,1442,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00247,Uttar Pradesh,Gorakhpur,Industrial Corridor,183.01,120.49,343,65,2017-08-07,2018-01-23,2020-12-14,2023-05-06,2024-06-12,2024-08-17,339.1,6.98,Partially paid,85.5,11,Partial possession,1589,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00248,Odisha,Sambalpur,Railway,6.86,6.45,13,2,2022-07-14,2022-11-20,2024-02-12,2028-08-13,2028-09-08,2029-02-11,10.79,0.78,Mostly paid,100.0,1,Substantially complete,1809,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00250,Uttar Pradesh,Gorakhpur,Irrigation,33.77,28.55,63,13,2017-01-08,2017-06-23,2020-01-27,2023-06-04,2024-08-17,2025-06-07,145.22,7.21,Partially paid,100.0,2,Partial possession,2518,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00252,Madhya Pradesh,Ujjain,Irrigation,23.86,17.32,24,1,2017-05-31,2018-12-15,2019-02-06,2023-01-29,2024-06-20,2024-12-11,57.59,2.69,Partially paid,94.1,0,Partial possession,1839,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00253,Bihar,Gaya,Railway,80.96,67.73,157,28,2019-06-15,2020-12-02,2023-09-26,2025-02-05,2026-05-14,2026-06-25,125.83,16.75,Partially paid,99.3,4,Partial possession,1823,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00254,Odisha,Sambalpur,Renewable Energy,12.08,4.71,23,8,2025-09-07,2027-07-25,2028-06-18,2029-06-26,2029-10-24,2031-04-19,17.51,1.4,Pending,100.0,3,Pending,1155,67,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00255,Madhya Pradesh,Indore,Industrial Corridor,31.95,26.97,52,9,2016-04-30,2016-11-06,2017-03-25,2020-07-31,2021-10-15,2022-07-28,128.02,1.06,Partially paid,100.0,4,Partial possession,1310,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00256,Rajasthan,Alwar,National Highway,20.9,12.5,38,5,2019-12-07,2022-02-04,2022-08-01,2026-04-21,2026-08-11,2026-12-03,36.98,3.97,Pending,100.0,2,Pending,2016,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00259,Karnataka,Bengaluru Urban,Industrial Corridor,70.29,41.76,116,27,2023-03-02,2024-05-03,2025-07-07,2026-02-03,2027-06-08,2028-12-19,156.63,8.95,Partially paid,81.0,6,Pending,1437,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00262,Maharashtra,Aurangabad,Industrial Corridor,2.43,2.03,6,1,2024-12-12,2026-05-02,2026-06-17,2028-11-13,2028-12-13,2031-02-06,6.59,0.58,Partially paid,90.8,0,Partial possession,1608,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00263,Bihar,Patna,Railway,28.84,20.92,63,13,2021-08-04,2023-10-25,2025-10-11,2027-06-06,2028-07-02,2030-08-24,105.68,4.25,Partially paid,100.0,4,Partial possession,2187,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00264,Rajasthan,Alwar,Irrigation,31.49,22.2,57,7,2021-10-20,2022-08-28,2025-03-23,2027-08-15,2028-07-30,2028-10-05,91.64,5.4,Partially paid,100.0,3,Partial possession,1564,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00268,Madhya Pradesh,Jabalpur,Irrigation,44.33,27.86,72,7,2018-01-18,2018-05-09,2020-08-09,2023-02-14,2023-10-30,2025-01-08,69.43,7.04,Partially paid,75.5,0,Pending,1813,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00269,Uttar Pradesh,Lucknow,Renewable Energy,142.42,125.1,259,57,2024-05-03,2024-12-31,2027-02-21,2028-11-29,2030-01-09,2031-12-27,625.79,24.59,Partially paid,83.7,9,Partial possession,2222,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00271,Madhya Pradesh,Bhopal,Industrial Corridor,34.62,25.04,68,13,2018-03-15,2019-09-15,2022-03-27,2023-07-30,2024-03-20,2025-10-08,133.63,3.74,Partially paid,88.4,3,Partial possession,1617,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00272,Odisha,Puri,Urban Development,68.49,48.63,119,21,2020-01-29,2020-07-10,2021-08-13,2022-01-18,2022-02-09,2023-04-28,254.67,7.68,Partially paid,99.7,2,Partial possession,58,13,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00274,West Bengal,Howrah,Irrigation,13.6,4.98,22,6,2022-01-26,2022-06-22,2023-11-20,2026-03-06,2026-04-03,2026-10-28,31.09,1.61,Pending,100.0,1,Pending,643,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00276,Uttar Pradesh,Prayagraj,Renewable Energy,14.17,10.09,25,2,2018-07-06,2020-09-12,2022-03-23,2023-04-08,2023-05-14,2024-12-03,39.05,1.4,Partially paid,100.0,1,Partial possession,1551,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00277,Uttar Pradesh,Agra,National Highway,50.53,43.04,93,7,2024-09-16,2025-06-15,2026-05-22,2029-01-16,2029-09-12,2031-08-29,158.58,2.86,Mostly paid,97.1,2,Partial possession,1410,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00279,Bihar,Gaya,National Highway,6.32,4.55,7,0,2017-03-06,2017-09-01,2020-11-27,2021-11-23,2022-11-13,2024-03-17,18.08,0.32,Partially paid,83.7,0,Partial possession,1856,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00284,Rajasthan,Ajmer,Industrial Corridor,32.92,26.94,56,11,2022-08-11,2024-02-16,2025-05-14,2025-08-10,2027-02-14,2028-09-23,136.69,3.53,Partially paid,100.0,2,Partial possession,1447,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00286,Odisha,Puri,Renewable Energy,6.28,2.23,15,1,2018-03-30,2020-02-19,2022-01-28,2023-03-14,2023-05-18,2025-06-07,15.11,0.48,Pending,83.2,2,Pending,1956,70,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00289,Uttar Pradesh,Agra,Industrial Corridor,26.91,25.41,36,5,2023-07-14,2025-03-10,2026-11-22,2028-08-10,2029-06-01,2031-05-10,108.31,2.21,Mostly paid,100.0,2,Substantially complete,2163,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00291,Gujarat,Ahmedabad,Urban Development,201.0,161.8,364,70,2018-07-30,2019-07-11,2022-08-31,2025-02-06,2026-02-20,2027-04-03,853.03,28.8,Mostly paid,88.7,8,Partial possession,2113,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00298,Bihar,Bhagalpur,Irrigation,47.03,35.89,89,18,2018-05-18,2019-12-13,2020-02-18,2020-12-21,2021-03-23,2023-01-19,94.78,1.83,Partially paid,93.7,4,Partial possession,536,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00300,Karnataka,Bengaluru Urban,Renewable Energy,20.78,17.91,33,5,2017-10-12,2019-08-12,2020-02-08,2022-08-26,2023-10-04,2025-11-20,32.19,3.12,Partially paid,93.0,1,Partial possession,1975,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00301,Gujarat,Ahmedabad,Industrial Corridor,29.97,18.77,50,9,2024-03-25,2024-08-01,2028-07-01,2030-05-08,2030-06-16,2032-06-19,37.98,3.64,Partially paid,98.9,4,Pending,2061,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00303,Uttar Pradesh,Varanasi,Urban Development,9.65,8.67,19,5,2020-11-23,2021-11-15,2022-04-07,2025-04-10,2026-04-17,2028-03-30,35.39,1.71,Partially paid,88.2,1,Partial possession,1862,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00305,Rajasthan,Alwar,Urban Development,66.14,33.22,124,21,2016-11-09,2017-02-20,2018-06-13,2021-05-08,2022-11-24,2023-07-15,196.45,6.98,Pending,100.0,5,Pending,1563,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00306,Uttar Pradesh,Lucknow,Railway,65.75,23.85,135,26,2016-01-19,2016-05-23,2016-08-15,2019-10-27,2020-10-11,2022-01-31,154.84,6.71,Pending,100.0,1,Pending,1549,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00310,Uttar Pradesh,Prayagraj,Railway,36.15,33.6,68,7,2021-10-20,2022-05-12,2022-07-06,2027-02-22,2027-05-19,2028-02-14,103.97,6.66,Mostly paid,97.0,1,Substantially complete,1688,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00311,Rajasthan,Alwar,Renewable Energy,81.81,53.99,155,29,2018-12-14,2021-01-18,2021-07-14,2022-06-01,2022-07-27,2023-02-19,160.35,7.93,Partially paid,100.0,2,Partial possession,577,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00313,Karnataka,Mangaluru,Railway,64.08,40.23,136,27,2016-06-17,2018-06-03,2018-10-25,2019-01-14,2019-02-18,2019-05-13,236.61,14.82,Partially paid,100.0,3,Pending,0,12,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00315,Bihar,Gaya,Railway,27.24,23.51,48,6,2019-03-18,2020-08-25,2020-12-10,2025-01-31,2026-09-09,2027-10-10,121.46,4.58,Mostly paid,94.8,1,Partial possession,2598,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00316,Tamil Nadu,Salem,Renewable Energy,45.46,32.43,78,16,2017-09-20,2018-07-15,2019-02-23,2022-05-03,2022-08-01,2023-12-22,119.74,4.03,Partially paid,80.1,1,Partial possession,1351,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00322,West Bengal,Kolkata,Urban Development,6.95,6.62,15,3,2020-09-25,2022-01-18,2023-01-20,2024-04-18,2025-05-20,2027-03-06,25.26,0.75,Mostly paid,98.3,0,Substantially complete,1247,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00323,Maharashtra,Thane,Railway,15.07,12.16,26,2,2025-09-25,2026-08-29,2028-04-14,2031-03-06,2032-10-05,2034-06-22,66.57,1.04,Partially paid,81.8,0,Partial possession,2017,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00325,Maharashtra,Aurangabad,Irrigation,108.88,82.75,160,24,2018-10-30,2019-12-09,2020-12-17,2024-08-26,2025-12-06,2027-01-29,221.66,5.71,Mostly paid,77.4,3,Partial possession,1862,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00327,Uttar Pradesh,Agra,National Highway,18.15,14.51,28,6,2021-12-08,2022-04-21,2025-02-18,2025-12-06,2026-10-26,2028-12-07,30.46,3.32,Partially paid,100.0,1,Partial possession,1593,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00328,Odisha,Puri,Industrial Corridor,7.26,4.28,13,2,2016-05-05,2017-06-28,2018-02-21,2021-12-22,2023-05-12,2023-11-28,6.14,0.99,Partially paid,97.9,0,Pending,1936,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00330,Karnataka,Bengaluru Urban,Irrigation,15.83,13.59,39,7,2018-12-28,2019-05-12,2021-02-15,2023-10-25,2023-11-09,2023-12-31,44.09,1.61,Partially paid,100.0,0,Partial possession,804,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-00331,Bihar,Muzaffarpur,Industrial Corridor,33.43,27.11,57,6,2022-06-02,2024-02-13,2026-09-08,2028-09-03,2028-10-28,2030-12-20,104.1,4.1,Partially paid,89.4,2,Partial possession,2149,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
